description,category,label
officers noticed encrypted messages found on suspects phone,3,Digital Evidence
forensics confirmed armed suspect,2,Weaponry
crime scene showed toxicology confirms deliberate poisoning,1,Biological Evidence
lab results revealed unknown biological fluid on the bedsheets,1,Biological Evidence
officers noticed hidden camera recorded the crime,3,Digital Evidence
evidence suggests faint smell of perfume in the hallway,0,Trace Evidence
officers noticed gun was discovered,2,Weaponry
evidence suggests digital evidence recovered,3,Digital Evidence
officers noticed data was stolen,3,Digital Evidence
investigators found muddy footprints near the window,0,Trace Evidence
lab results revealed massive credit card fraud detected,3,Digital Evidence
lab results revealed clues found near the entrance,0,Trace Evidence
forensics confirmed suspect passport shows false identity,3,Digital Evidence
footprints found,0,Trace Evidence
blood on floor,1,Biological Evidence
detective uncovered heavy blunt object with blood found,2,Weaponry
he stole money,3,Digital Evidence
investigators found poison was used,1,Biological Evidence
he shot the victim,2,Weaponry
clues found near the entrance,0,Trace Evidence
lab results revealed he stole money,3,Digital Evidence
detective uncovered pistol found at scene,2,Weaponry
lab results revealed financial records tampered,3,Digital Evidence
detective uncovered hair sample matches suspect dna profile,1,Biological Evidence
crime scene showed money was stolen,3,Digital Evidence
forensics confirmed blood spatter pattern on the wall,1,Biological Evidence
evidence suggests large amounts of stolen money,3,Digital Evidence
crime scene showed chemical substance found,1,Biological Evidence
evidence suggests deleted text messages recovered from victims phone,3,Digital Evidence
evidence suggests strangled victim found in the library,2,Weaponry
victim poisoned,1,Biological Evidence
evidence suggests evidence of a forced entry,0,Trace Evidence
officers noticed secret compartment found with stolen documents,3,Digital Evidence
lab results revealed displaced rug near the fireplace,0,Trace Evidence
signs of a struggle,0,Trace Evidence
evidence suggests camera footage exists,3,Digital Evidence
lab results revealed suspect passport shows false identity,3,Digital Evidence
crime scene showed blood was found at the scene,1,Biological Evidence
knife at scene,2,Weaponry
bomb was planted,2,Weaponry
lab results revealed stabbed with a knife,2,Weaponry
officers noticed he was holding a weapon,2,Weaponry
investigators found suspects dna found under victims fingernails,1,Biological Evidence
detective uncovered strangled victim found in the library,2,Weaponry
lab results revealed weapon found nearby,2,Weaponry
he stole money,3,Digital Evidence
he shot the victim,2,Weaponry
forensics confirmed digital evidence recovered,3,Digital Evidence
crime scene showed bank account was hacked,3,Digital Evidence
embezzled funds and money fraud,3,Digital Evidence
evidence suggests victim was blackmailing the suspect via email,3,Digital Evidence
detective uncovered a loaded gun was found,2,Weaponry
weapon at scene,2,Weaponry
large amounts of stolen money,3,Digital Evidence
detective uncovered debris in the hallway,0,Trace Evidence
detective uncovered bloody knife found in the dumpster,2,Weaponry
dna found,1,Biological Evidence
unauthorized bank transfer at 3 AM,3,Digital Evidence
money was stolen,3,Digital Evidence
investigators found overturned chair in the kitchen,0,Trace Evidence
crime scene showed toxicology confirms deliberate poisoning,1,Biological Evidence
forensics confirmed hidden camera recorded the crime,3,Digital Evidence
poison was used,1,Biological Evidence
officers noticed data was stolen,3,Digital Evidence
forensics confirmed she had a knife,2,Weaponry
officers noticed money was stolen,3,Digital Evidence
crime scene showed blood spatter pattern on the wall,1,Biological Evidence
detective uncovered they committed fraud,3,Digital Evidence
evidence suggests evidence of a forced entry,0,Trace Evidence
forensics confirmed victim life insurance recently increased,3,Digital Evidence
forensics confirmed clues found near the entrance,0,Trace Evidence
footprints found,0,Trace Evidence
money was stolen,3,Digital Evidence
broken coffee mug on the floor,0,Trace Evidence
blood on floor,1,Biological Evidence
crime scene showed spent shell casings found at the scene,2,Weaponry
detective uncovered deleted text messages recovered from victims phone,3,Digital Evidence
investigators found heavy blunt object with blood found,2,Weaponry
detective uncovered suspect had a gun,2,Weaponry
crime scene showed displaced rug near the fireplace,0,Trace Evidence
lab results revealed scratches on the door lock,0,Trace Evidence
evidence suggests surveillance footage deleted remotely,3,Digital Evidence
lab results revealed blood on the wall,1,Biological Evidence
detective uncovered strangled victim found in the library,2,Weaponry
lab results revealed strangled victim found in the library,2,Weaponry
evidence suggests large amounts of stolen money,3,Digital Evidence
he was armed,2,Weaponry
lab results revealed massive credit card fraud detected,3,Digital Evidence
detective uncovered deleted text messages recovered from victims phone,3,Digital Evidence
officers noticed blood stains found on the kitchen floor,1,Biological Evidence
weapon found nearby,2,Weaponry
evidence suggests cigarette butt near the entrance,0,Trace Evidence
forensics confirmed traces of poison,1,Biological Evidence
investigators found blood spatter pattern on the wall,1,Biological Evidence
lab results revealed misplaced keys on the kitchen counter,0,Trace Evidence
detective uncovered chemical substance found,1,Biological Evidence
broken coffee mug on the floor,0,Trace Evidence
money fraud,3,Digital Evidence
blood at scene,1,Biological Evidence
officers noticed victim poisoned with rare toxin,1,Biological Evidence
lab results revealed dna match confirmed,1,Biological Evidence
door was open,0,Trace Evidence
faint smell of perfume in the hallway,0,Trace Evidence
open window in the hallway,0,Trace Evidence
blood spatter pattern on the wall,1,Biological Evidence
officers noticed debris in the hallway,0,Trace Evidence
officers noticed he has a gun,2,Weaponry
forensics confirmed surveillance footage deleted remotely,3,Digital Evidence
investigators found clues found near the entrance,0,Trace Evidence
door was open,0,Trace Evidence
forensics confirmed unlocked back door,0,Trace Evidence
victim poisoned,1,Biological Evidence
forensics confirmed strangled victim found in the library,2,Weaponry
crime scene showed evidence of money fraud on the computer,3,Digital Evidence
money fraud,3,Digital Evidence
forensics confirmed cyanide vial discovered in the bin,1,Biological Evidence
lab results revealed misplaced keys on the kitchen counter,0,Trace Evidence
evidence suggests biological material recovered,1,Biological Evidence
lab results revealed suspect lied about alibi on camera,3,Digital Evidence
crime scene showed signs of a struggle,0,Trace Evidence
investigators found calendar page torn off,0,Trace Evidence
lab results revealed he was holding a weapon,2,Weaponry
gunshot residue on the suspect hands,2,Weaponry
crime scene showed camera footage exists,3,Digital Evidence
forensics confirmed blood stains found on the kitchen floor,1,Biological Evidence
crime scene showed knife was found at the scene,2,Weaponry
officers noticed evidence of a forced entry,0,Trace Evidence
investigators found arsenic found in the victims tea,1,Biological Evidence
lab results revealed spent shell casings found at the scene,2,Weaponry
crime scene showed dna sample collected,1,Biological Evidence
clues found near the entrance,0,Trace Evidence
detective uncovered scratches on the door lock,0,Trace Evidence
lab results revealed online transaction suspicious,3,Digital Evidence
lab results revealed saliva found on the discarded cigarette,1,Biological Evidence
fraud detected,3,Digital Evidence
officers noticed dna match confirmed,1,Biological Evidence
detective uncovered camera footage exists,3,Digital Evidence
dna found,1,Biological Evidence
evidence suggests gunshot wound,2,Weaponry
officers noticed encrypted messages found on suspects phone,3,Digital Evidence
officers noticed victim was blackmailing the suspect via email,3,Digital Evidence
officers noticed traces of chloroform on the rag,1,Biological Evidence
detective uncovered blood on the wall,1,Biological Evidence
detective uncovered explosive residue on suspects jacket,2,Weaponry
window broken,0,Trace Evidence
officers noticed displaced rug near the fireplace,0,Trace Evidence
weapon at scene,2,Weaponry
detective uncovered muddy footprints near the window,0,Trace Evidence
window broken,0,Trace Evidence
pistol found at scene,2,Weaponry
lab results revealed toxin detected,1,Biological Evidence
evidence suggests victim life insurance recently increased,3,Digital Evidence
detective uncovered calendar page torn off,0,Trace Evidence
investigators found suspect lied about alibi on camera,3,Digital Evidence
officers noticed forged signature on the victims will,3,Digital Evidence
officers noticed wet umbrella near the coat rack,0,Trace Evidence
crime scene showed overturned chair in the kitchen,0,Trace Evidence
blood at scene,1,Biological Evidence
forensics confirmed victim poisoned with rare toxin,1,Biological Evidence
investigators found muddy footprints near the window,0,Trace Evidence
crime scene showed saliva found on the discarded cigarette,1,Biological Evidence
lab results revealed heavy blunt object with blood found,2,Weaponry
forensics confirmed traces of chloroform on the rag,1,Biological Evidence
blood at scene,1,Biological Evidence
investigators found traces of chloroform on the rag,1,Biological Evidence
