statement,label
I was with a colleague at my friend's apartment while I was talking on the phone.,0
"Um, i might have been at the warehouse, but my memory is foggy.",1
"Believe me, i would never do such a thing at 9:15 AM. It goes against my morals.",3
Why would I even want the money? I am a very successful person.,3
I was with a colleague at my friend's apartment while I was eating dinner.,0
I saw him leave holding the black bag.,0
"Believe me, that man took the safe, not me. He looked very suspicious.",3
This is harassment! I didn't even know the cashier!,2
"Someone could say they saw me at the grocery store, but they would be entirely mistaken.",3
I was sleeping at 8:00 AM.,0
"I sort of recall working on a report, but I'm not sure.",1
I was watching a movie at midnight.,0
"I might have been at the warehouse, but my memory is foggy.",1
"To tell you the truth, i would never do such a thing at 1:30 PM. It goes against my morals.",3
I'm not answering any more questions about the money.,2
I saw him leave holding the documents.,0
You cops are all the same. I don't know anything about the weapon!,2
You have no right to ask me about the gas station!,2
"Uh, i guess I could have seen the weapon, but I don't remember.",1
"Let's see... i might have been at the office, but my memory is foggy.",1
The unfortunate events at the grocery store have absolutely nothing to do with me.,3
"Because I was extremely tired, I had to go to the subway station to start sleeping.",3
"I didn't take the laptop, you can check the cameras.",0
"I told you already, I was driving! Leave me alone!",2
Are you accusing me of taking the safe?,2
I saw him leave holding the black bag.,0
Could we talk about this later? My head hurts.,1
"Am I under arrest? If not, I'm leaving.",2
"Um, i sort of recall fixing my car, but I'm not sure.",1
I'm not answering any more questions about the safe.,2
I'm not answering any more questions about the documents.,2
You have no right to ask me about home!,2
I was actively talking on the phone and minding my own personal business.,3
"Well, i might have been at the gym, but my memory is foggy.",1
"Am I under arrest? If not, I'm leaving.",2
I saw him leave holding the weapon.,0
This is harassment! I didn't even know a colleague!,2
I was driving at 8:00 AM.,0
Prove it! You can't prove I was at home at 5:00 PM!,2
My car was parked at the parking garage. I didn't go anywhere.,0
"I didn't take the money, you can check the cameras.",0
I can't really remember where I was at midnight.,1
"Honestly, why would I even want the money? I am a very successful person.",3
This is harassment! I didn't even know my boss!,2
"That man took the laptop, not me. He looked very suspicious.",3
"Um, i guess I could have seen the car keys, but I don't remember.",1
"Uh, i don't know anything about the money.",1
Could we talk about this later? My head hurts.,1
"To tell you the truth, someone could say they saw me at the grocery store, but they would be entirely mistaken.",3
You cops are all the same. I don't know anything about the money!,2
I was with a colleague at the grocery store while I was talking on the phone.,0
I left the diner downtown at exactly midnight and drove straight to the diner downtown.,0
Why would I even want the money? I am a very successful person.,3
I was nowhere near the vicinity of my friend's apartment.,3
I was nowhere near the vicinity of home.,3
"I didn't take the weapon, you can check the cameras.",0
You cops are all the same. I don't know anything about the weapon!,2
"Uh, i might have been at the gym, but my memory is foggy.",1
"Someone could say they saw me at the warehouse, but they would be entirely mistaken.",3
"Uh, i was doing a lot of things around noon.",1
I was actively watching a movie and minding my own personal business.,3
Prove it! You can't prove I was at the gym at 2:00 AM!,2
"To tell you the truth, i would never do such a thing at 3:45 PM. It goes against my morals.",3
"I told you already, I was working on a report! Leave me alone!",2
I'm not answering any more questions about the weapon.,2
The unfortunate events at home have absolutely nothing to do with me.,3
"You know, i guess I could have seen the safe, but I don't remember.",1
"To tell you the truth, that man took the black bag, not me. He looked very suspicious.",3
"To tell you the honest truth, I was far away from the warehouse.",3
"Let's see... i guess I could have seen the car keys, but I don't remember.",1
"I told you already, I was driving! Leave me alone!",2
"Um, let me think... I was probably at the diner downtown.",1
"Someone could say they saw me at the office, but they would be entirely mistaken.",3
My car was parked at exactly the parking garage. I didn't go anywhere.,0
"Believe me, why would I even want the black bag? I am a very successful person.",3
This is harassment! I didn't even know my wife!,2
I don't know anything about the laptop.,1
You have no right to ask me about the office!,2
You have no right to ask me about home!,2
Prove it! You can't prove I was at the subway station at 1:30 PM!,2
"I didn't take the car keys, you can check the cameras.",0
"Am I under arrest? If not, I'm leaving.",2
"Well, i guess I could have seen the black bag, but I don't remember.",1
I saw him leave holding the car keys.,0
"Because I was extremely tired, I had to go to my friend's apartment to start watching a movie.",3
"Frankly, the unfortunate events at my friend's apartment have absolutely nothing to do with me.",3
"You know, maybe I was near the office? It's hard to say.",1
I was with my boss at the parking garage while I was watching a movie.,0
My car was parked at the parking garage. I didn't go anywhere.,0
I swiped my keycard at the grocery store at exactly 2:00 AM.,0
You have no right to ask me about home!,2
You cops are all the same. I don't know anything about the documents!,2
"Am I under arrest? If not, I'm leaving.",2
My car was parked at the subway station. I didn't go anywhere.,0
I would never do such a thing at 9:15 AM. It goes against my morals.,3
This is harassment! I didn't even know my roommate!,2
I have never seen the documents in my entire life.,0
"Uh, i sort of recall eating dinner, but I'm not sure.",1
"To tell you the truth, to tell you the honest truth, I was far away from the gas station.",3
Why are you targeting me? I was just working on a report!,2
Why are you targeting me? I was just waiting for a cab!,2
"Am I under arrest? If not, I'm leaving.",2
I have never seen the documents in my entire life.,0
I was with the security guard at the warehouse while I was sleeping.,0
"To tell you the truth, to tell you the honest truth, I was far away from the diner downtown.",3
"I sort of recall watching a movie, but I'm not sure.",1
"I might have been at my friend's apartment, but my memory is foggy.",1
"Uh, why does it matter if I was waiting for a cab?",1
This is harassment! I didn't even know the security guard!,2
"To tell you the honest truth, I was far away from home.",3
I left the diner downtown at 9:15 AM and drove straight to the diner downtown.,0
Why would I even want the money? I am a very successful person.,3
"To tell you the honest truth, I was far away from my friend's apartment.",3
I was nowhere near the vicinity of home.,3
I demand to speak to my lawyer. I wasn't at the diner downtown!,2
The unfortunate events at the warehouse have absolutely nothing to do with me.,3
I would never do such a thing at 3:45 PM. It goes against my morals.,3
I would never do such a thing at late at night. It goes against my morals.,3
"You know, maybe I was near my friend's apartment? It's hard to say.",1
Are you accusing me of taking the car keys?,2
"Um, i guess I could have seen the laptop, but I don't remember.",1
